Number, Time (Divide & Conquer), Time (Naive), Min, Max
81400, 0.002000, 0.000000, 0, 32767
81500, 0.000000, 0.002000, 0, 32767
81600, 0.000000, 0.000000, 0, 32767
81700, 0.000000, 0.000000, 0, 32767
81800, 0.001000, 0.000000, 0, 32767
81900, 0.000000, 0.000000, 0, 32767
82000, 0.001000, 0.000000, 0, 32767
82100, 0.000000, 0.000000, 0, 32767
82200, 0.001000, 0.000000, 0, 32767
82300, 0.001000, 0.000000, 0, 32767
82400, 0.001000, 0.000000, 0, 32767
82500, 0.000000, 0.000000, 0, 32767
82600, 0.001000, 0.000000, 0, 32767
82700, 0.001000, 0.000000, 0, 32767
82800, 0.001000, 0.000000, 0, 32767
82900, 0.001000, 0.000000, 0, 32767
83000, 0.001000, 0.000000, 0, 32767
83100, 0.002000, 0.000000, 0, 32767
83200, 0.000000, 0.001000, 0, 32767
83300, 0.000000, 0.000000, 0, 32767
83400, 0.000000, 0.000000, 0, 32767
83500, 0.000000, 0.000000, 0, 32767
83600, 0.001000, 0.000000, 0, 32767
83700, 0.001000, 0.000000, 0, 32767
83800, 0.001000, 0.000000, 0, 32767
83900, 0.001000, 0.000000, 0, 32767
84000, 0.001000, 0.000000, 0, 32767
84100, 0.000000, 0.001000, 0, 32767
84200, 0.000000, 0.000000, 0, 32767
84300, 0.000000, 0.000000, 0, 32767
84400, 0.001000, 0.000000, 0, 32767
84500, 0.000000, 0.000000, 0, 32767
84600, 0.000000, 0.000000, 0, 32767
84700, 0.001000, 0.000000, 0, 32767
84800, 0.001000, 0.000000, 0, 32767
84900, 0.001000, 0.000000, 0, 32767
85000, 0.001000, 0.000000, 0, 32767
85100, 0.001000, 0.000000, 0, 32767
85200, 0.000000, 0.001000, 0, 32767
85300, 0.001000, 0.000000, 0, 32767
85400, 0.000000, 0.001000, 0, 32767
85500, 0.000000, 0.000000, 0, 32767
85600, 0.000000, 0.000000, 0, 32767
85700, 0.000000, 0.000000, 0, 32767
85800, 0.001000, 0.000000, 0, 32767
85900, 0.000000, 0.001000, 0, 32767
86000, 0.001000, 0.000000, 0, 32767
86100, 0.001000, 0.000000, 0, 32767
86200, 0.000000, 0.001000, 0, 32767
86300, 0.000000, 0.001000, 0, 32767
86400, 0.000000, 0.000000, 0, 32767
86500, 0.000000, 0.000000, 0, 32767
86600, 0.000000, 0.000000, 0, 32767
86700, 0.000000, 0.000000, 0, 32767
86800, 0.001000, 0.000000, 0, 32767
86900, 0.001000, 0.000000, 0, 32767
87000, 0.001000, 0.000000, 0, 32767
87100, 0.000000, 0.001000, 0, 32767
87200, 0.000000, 0.000000, 0, 32767
87300, 0.000000, 0.000000, 0, 32767
87400, 0.000000, 0.000000, 0, 32767
87500, 0.001000, 0.000000, 0, 32767
87600, 0.001000, 0.000000, 0, 32767
87700, 0.002000, 0.000000, 0, 32767
87800, 0.001000, 0.000000, 0, 32767
87900, 0.001000, 0.000000, 0, 32767
88000, 0.001000, 0.000000, 0, 32767
88100, 0.000000, 0.001000, 0, 32767
88200, 0.000000, 0.000000, 0, 32767
88300, 0.000000, 0.000000, 0, 32767
88400, 0.000000, 0.000000, 0, 32767
88500, 0.001000, 0.000000, 0, 32767
88600, 0.001000, 0.000000, 0, 32767
88700, 0.001000, 0.000000, 0, 32767
88800, 0.001000, 0.000000, 0, 32767
88900, 0.001000, 0.000000, 0, 32767
89000, 0.000000, 0.000000, 0, 32767
89100, 0.001000, 0.000000, 0, 32767
89200, 0.001000, 0.001000, 0, 32767
89300, 0.001000, 0.000000, 0, 32767
89400, 0.000000, 0.001000, 0, 32767
89500, 0.001000, 0.000000, 0, 32767
89600, 0.001000, 0.000000, 0, 32767
89700, 0.001000, 0.000000, 0, 32767
89800, 0.000000, 0.000000, 0, 32767
89900, 0.001000, 0.000000, 0, 32767
90000, 0.001000, 0.000000, 0, 32767
90100, 0.001000, 0.000000, 0, 32767
90200, 0.001000, 0.000000, 0, 32767
90300, 0.001000, 0.000000, 0, 32767
90400, 0.001000, 0.000000, 0, 32767
90500, 0.001000, 0.000000, 0, 32767
90600, 0.001000, 0.000000, 0, 32767
90700, 0.001000, 0.000000, 0, 32767
90800, 0.001000, 0.001000, 0, 32767
90900, 0.001000, 0.000000, 0, 32767
91000, 0.001000, 0.000000, 0, 32767
91100, 0.001000, 0.000000, 0, 32767
91200, 0.000000, 0.000000, 0, 32767
91300, 0.000000, 0.000000, 0, 32767
91400, 0.000000, 0.000000, 0, 32767
91500, 0.000000, 0.000000, 0, 32767
91600, 0.001000, 0.000000, 0, 32767
91700, 0.002000, 0.000000, 0, 32767
91800, 0.001000, 0.000000, 0, 32767
91900, 0.001000, 0.000000, 0, 32767
92000, 0.000000, 0.001000, 0, 32767
92100, 0.000000, 0.001000, 0, 32767
92200, 0.000000, 0.000000, 0, 32767
92300, 0.001000, 0.000000, 0, 32767
92400, 0.000000, 0.001000, 0, 32767
92500, 0.002000, 0.000000, 0, 32767
92600, 0.001000, 0.000000, 0, 32767
92700, 0.001000, 0.000000, 0, 32767
92800, 0.001000, 0.000000, 0, 32767
92900, 0.001000, 0.000000, 0, 32767
93000, 0.001000, 0.000000, 0, 32767
93100, 0.001000, 0.000000, 0, 32767
93200, 0.000000, 0.001000, 0, 32767
93300, 0.000000, 0.000000, 0, 32767
93400, 0.000000, 0.000000, 0, 32767
93500, 0.001000, 0.000000, 0, 32767
93600, 0.001000, 0.000000, 0, 32767
93700, 0.001000, 0.000000, 0, 32767
93800, 0.001000, 0.001000, 0, 32767
93900, 0.001000, 0.000000, 0, 32767
94000, 0.001000, 0.000000, 0, 32767
94100, 0.000000, 0.000000, 0, 32767
94200, 0.000000, 0.000000, 0, 32767
94300, 0.001000, 0.000000, 0, 32767
94400, 0.001000, 0.000000, 0, 32767
94500, 0.001000, 0.000000, 0, 32767
94600, 0.001000, 0.000000, 0, 32767
94700, 0.001000, 0.001000, 0, 32767
94800, 0.000000, 0.000000, 0, 32767
94900, 0.000000, 0.000000, 0, 32767
95000, 0.001000, 0.000000, 0, 32767
95100, 0.000000, 0.001000, 0, 32767
95200, 0.001000, 0.000000, 0, 32767
95300, 0.001000, 0.000000, 0, 32767
95400, 0.001000, 0.000000, 0, 32767
95500, 0.001000, 0.000000, 0, 32767
95600, 0.001000, 0.000000, 0, 32767
95700, 0.001000, 0.000000, 0, 32767
95800, 0.001000, 0.000000, 0, 32767
95900, 0.001000, 0.000000, 0, 32767
96000, 0.001000, 0.000000, 0, 32767
96100, 0.001000, 0.000000, 0, 32767
96200, 0.001000, 0.000000, 0, 32767
96300, 0.000000, 0.000000, 0, 32767
96400, 0.000000, 0.001000, 0, 32767
96500, 0.001000, 0.000000, 0, 32767
96600, 0.001000, 0.000000, 0, 32767
96700, 0.001000, 0.000000, 0, 32767
96800, 0.001000, 0.000000, 0, 32767
96900, 0.001000, 0.000000, 0, 32767
97000, 0.001000, 0.000000, 0, 32767
97100, 0.001000, 0.000000, 0, 32767
97200, 0.000000, 0.001000, 0, 32767
97300, 0.000000, 0.000000, 0, 32767
97400, 0.000000, 0.000000, 0, 32767
97500, 0.000000, 0.000000, 0, 32767
97600, 0.001000, 0.000000, 0, 32767
97700, 0.000000, 0.000000, 0, 32767
97800, 0.000000, 0.001000, 0, 32767
97900, 0.001000, 0.000000, 0, 32767
98000, 0.001000, 0.001000, 0, 32767
98100, 0.001000, 0.001000, 0, 32767
98200, 0.001000, 0.000000, 0, 32767
98300, 0.001000, 0.000000, 0, 32767
98400, 0.001000, 0.000000, 0, 32767
98500, 0.001000, 0.000000, 0, 32767
98600, 0.001000, 0.000000, 0, 32767
98700, 0.001000, 0.000000, 0, 32767
98800, 0.001000, 0.000000, 0, 32767
98900, 0.001000, 0.000000, 0, 32767
99000, 0.001000, 0.000000, 0, 32767
99100, 0.000000, 0.001000, 0, 32767
99200, 0.001000, 0.000000, 0, 32767
99300, 0.001000, 0.000000, 0, 32767
99400, 0.001000, 0.000000, 0, 32767
99500, 0.001000, 0.000000, 0, 32767
99600, 0.001000, 0.000000, 0, 32767
99700, 0.001000, 0.000000, 0, 32767
99800, 0.000000, 0.001000, 0, 32767
99900, 0.000000, 0.000000, 0, 32767
100000, 0.000000, 0.000000, 0, 32767
